Dzielnica   Nazwa szkoły                                                                   Symbol oddziału     Nazwa krótka oddziału                                              Najmniejsza liczba punktów kandydatów zakwalifikowanych
Wola   Technikum nr 29                                               1RI          1RI [I-o] Technik reklamy (ang-fra)                                     26.00
Wola   Technikum nr 29                                               1RI-i        1RI-i [I-i] Technik reklamy (ang-fra)                                   n.d.
Wola   Technikum nr 29                                               1TA/1TB      1TA/1TB [O] Technik organizacji turystyki (ang-fra,niem,ros)            15.60
Wola   Technikum nr 3 im. Ludwika Krzywickiego                       1Ta          1Ta [O] Technik ekonomista (ang-hisz,niem,ros)                          71.20
Wola   Technikum nr 3 im. Ludwika Krzywickiego                       1Tb          1Tb [O] Technik logistyk (ang-hisz,niem,ros)                            84.45
Wola   Technikum nr 3 im. Ludwika Krzywickiego                       1Tc          1Tc [O] Technik logistyk (ang-hisz,niem,ros)                            69.65
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1BMW         1BMW [O] Technik pojazdów samochodowych (ang-niem)                      115.10
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1FRD         1FRD [O] Technik pojazdów samochodowych (ang-niem)                      74.75
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1KM          1KM [O] Technik pojazdów samochodowych (ang-niem)                       83.35
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1PE          1PE [O] Technik pojazdów samochodowych (ang-niem)                       94.35
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1TOY         1TOY [O] Technik pojazdów samochodowych (ang-niem)                      87.00
Wola   Technikum Samochodowe nr 2 im. Mariana Bublewicza             1VY          1VY [O] Technik pojazdów samochodowych (ang-niem)                       78.45
Wola   XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi      1A           1A [O] biol-ang (ang-hisz,niem)                                         100.05
Wola   XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi      1Ai          1Ai [I-o] biol-ang (ang-hisz,niem)                                      94.25
Wola   XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi      1Aii         1Aii [I-i] biol-ang (ang-niem,hisz)                                     n.d.
Wola   XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi      1Bi          1Bi [I-o] geogr-wos (ang-hisz)                                          107.80
Wola   XCII Liceum Ogólnokształcące z Oddziałami Integracyjnymi      1Bii         1Bii [I-i] geogr-wos (ang-hisz,niem)                                    n.d.
Wola   XII Liceum Ogólnokształcące im. Henryka Sienkiewicza          1A           1A [O] fiz-inf-mat (ang-fra,niem)                                       163.70
Wola       XII Liceum Ogólnokształcące im. Henryka Sienkiewicza                                1B                   1B [O] geogr-ang-mat (ang-hisz,niem)                              163.25
Wola       XII Liceum Ogólnokształcące im. Henryka Sienkiewicza                                1C                   1C [O] biol-chem (ang-fra,hisz)                                   168.40
Wola       XII Liceum Ogólnokształcące im. Henryka Sienkiewicza                                1D                   1D [O] hist-pol-wos (ang-ros,wlo)                                 153.40
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1A                   1A [O] fiz-mat (ang-hisz*,niem*,fra)                              171.80
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1B                   1B [O] biol-chem (ang-hisz*,niem*,fra)                            172.40
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1C                   1C [O] biol-chem-mat (ang-hisz*,niem*,fra)                        175.55
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1D                   1D [O] geogr-mat-wos (ang-hisz*,niem*,fra)                        166.45
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1E                   1E [D] pol-wos (ang-hisz*,niem*,fra)                              181.06
Wola       XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego       1F                   1F [O] geogr-ang-mat (ang-hisz*,niem*,fra)                        173.00
Wola       XLV Liceum Ogólnokształcące im. Romualda Traugutta                                  1a                   1a [O] biol-chem-ang (ang-niem*)                                  139.90
Wola       XLV Liceum Ogólnokształcące im. Romualda Traugutta                                  1b                   1b [O] hist-ang-pol (ang-ros*)                                    121.30
Wola       XLV Liceum Ogólnokształcące im. Romualda Traugutta                                  1c                   1c [O] geogr-ang-wos (ang-hisz*)                                  135.70
Wola       XLV Liceum Ogólnokształcące im. Romualda Traugutta                                  1d                   1d [O] inf-ang-mat (ang-niem*)                                    139.95
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Af                  1Af [O] biol-chem-ang (ang-fra)                                   162.25
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1An                  1An [O] biol-chem-ang (ang-niem)                                  161.00
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Bf                  1Bf [O] hist-pol-wos (ang-fra)                                    145.25
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Bn                  1Bn [O] hist-pol-wos (ang-niem)                                   145.55
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Cf                  1Cf [O] geogr-ang-mat (ang-fra)                                   157.00
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Cn                  1Cn [O] geogr-ang-mat (ang-niem)                                  162.45
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Df                  1Df [O] fiz-ang-mat (ang-fra)                                     159.15
Wola       XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida                            1Dn                  1Dn [O] fiz-ang-mat (ang-niem)                                    165.30
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1A                   1A [O] ang-pol-wos (ang-fra,hisz*,niem*,ros,wlo)                  155.80
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1b                   1b [O] geogr-ang-mat (ang-fra,hisz*,niem*,ros,wlo)                162.65
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1c                   1c [O] biol-chem-ang (ang-fra,hisz*,niem*,ros,wlo)                161.95
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1d1                  1d1 [O] geogr-ang-hiszp (ang-hisz)                                158.40
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1d2                  1d2 [O] geogr-ang-niem (ang-niem)                                 152.20
Wola       XXX Liceum Ogólnokształcące im. Jana Śniadeckiego                                   1e                   1e [D] geogr-ang-wos (ang-fra,hisz*,niem*,ros,wlo)                175.02
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1A                   1A [D] fiz-mat (ang-fra*,hisz*,niem*)                             186.42
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1G_H                 1G_H [D] geogr-hiszp-mat (ang-hisz)                               188.48
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1G_N                 1G_N [D] geogr-niem-mat (ang-niem)                                184.60
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1M                   1M [D] fiz-mat (ang-hisz*,fra*,niem*)                             178.00
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1MYP                 1MYP [M] (ang-fra*,hisz*,niem*)                                   197.38
Wola       XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika                   1P                   1P [D] biol-chem-mat (ang-fra*,hisz*,niem*)                       190.36
Żoliborz   Branżowa Szkoła I stopnia nr 11                                                     1EM                  1EM [O] Elektromechanik pojazdów samochodowych (ang)              45.30
Żoliborz   Branżowa Szkoła I stopnia nr 11                                                     1KM                  1KM [O] Kierowca mechanik (ang)                                   36.35
Żoliborz   Branżowa Szkoła I stopnia nr 11                                                     1LAK                 1LAK [O] Lakiernik samochodowy (ang)                              47.70
Żoliborz   Branżowa Szkoła I stopnia nr 11                                                     1MPS                 1MPS [O] Mechanik pojazdów samochodowych (ang)                    34.80
Żoliborz   Branżowa Szkoła I stopnia Nr 61                                                     1b                   1b [O] Elektryk (ang)                                             20.40
Żoliborz   Branżowa Szkoła Rzemiosł Artystycznych I stopnia nr 65                              1pzj                 1pzj [O] Złotnik-jubiler (ang)                                    34.05
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1a-hiszp             1a-hiszp [O] hist-h.szt.-pol (ang-hisz)                           130.10
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1ai                  1ai [I-o] hist-h.szt.-pol (ang-hisz)                              109.35
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1ai-i                1ai-i [I-i] hist-h.szt.-pol (ang-hisz)                            n.d.
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1a-niem              1a-niem [O] hist-h.szt.-pol (ang-niem)                            114.70
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1c                   1c [O] biol-ang-wos (ang-niem)                                    120.40
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1d-hiszp             1d-hiszp [O] h.szt.-ang-pol (ang-hisz)                            136.80
Żoliborz   CXIV Liceum Ogólnokształcące im. Jana Kilińskiego                                   1d-niem              1d-niem [O] h.szt.-ang-pol (ang-niem)                             108.30
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1A                   1A [O] hist-pol-wos (ang-hisz*)                                   143.75
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1Bf                  1Bf [O] fiz-ang-mat (ang-hisz*,niem*)                             158.05
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1Binf                1Binf [O] inf-ang-mat (ang-hisz*,niem*)                           159.20
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1C                   1C [O] biol-chem-mat (ang-hisz,niem*)                             159.60
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1D                   1D [I-o] h.szt.-ang-pol (ang-hisz*)                               152.10
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1Dint                1Dint [I-i] h.szt.-ang-pol (ang-hisz*)                            n.d.
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1E                   1E [O] geogr-ang-mat (ang-hisz*,niem*)                            159.80
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1F                   1F [O] biol-chem-ang (ang-hisz*,niem*)                            160.40
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1Gh                  1Gh [O] geogr-ang-hiszp (ang-hisz)                                151.75
Żoliborz   I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego   1Gn                  1Gn [O] geogr-ang-niem (ang-niem)                                 142.95
Żoliborz   LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza "Witkacego"        1A                   1A [O] ang (ang-ros*)                                             176.00
Żoliborz   LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza "Witkacego"        1B                   1B [O] niem (niem*-ang)                                           174.75
Żoliborz   LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza "Witkacego"        1C                   1C [O] franc (fra*-ang)                                           174.45
Żoliborz   LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza "Witkacego"        1D                   1D [O] hiszp (hisz*-ang)                                          179.55
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1A                   1A [O] Technik elektronik (ang-hisz*,niem*)                       139.35
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1C                   1C [O] Technik informatyk (ang-niem*)                             117.20
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1D                   1D [O] Technik informatyk (ang-hisz*)                             131.75
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1FG                  1FG [O] Technik programista (ang-hisz*)                           131.30
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1H                   1H [O] Technik elektryk (ang-niem*,ros*)                          142.45
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1IJ/teleinformatyk   1IJ/teleinformatyk [O] Technik teleinformatyk (ang-niem*,ros*)    105.20
Żoliborz   Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej "Żywiciel"                1IJ/urz.dźwig.       1IJ/urz.dźwig. [O] Technik urządzeń dźwigowych (ang-niem*,ros*)   94.40
Żoliborz   Technikum Elektryczne nr 2 im. Synów Pułku                                          1a                   1a [O] Technik elektryk (ang-niem)                                105.15
Żoliborz   Technikum Elektryczne nr 2 im. Synów Pułku                                          1e                   1e [O] Technik teleinformatyk (ang-niem)                          45.00
Żoliborz   Technikum Mechaniczne nr 7 im. Jana Kilińskiego                                     1to                  1to [O] Technik optyk (ang-niem)                                  29.45
Żoliborz   Technikum Mechaniczne nr 7 im. Jana Kilińskiego                                     1tr                  1tr [O] Technik reklamy (ang-niem)                                64.70
Żoliborz   Technikum Samochodowe nr 3                                                          1a                   1a [O] Technik pojazdów samochodowych (ang-niem)                  85.35
Żoliborz   Technikum Samochodowe nr 3                                                          1b                   1b [O] Technik pojazdów samochodowych (ang-ros)                   62.55
Żoliborz   Technikum Samochodowe nr 3                                                          1c                   1c [O] Technik mechatronik (ang-niem)                             53.75
Żoliborz   Technikum Samochodowe nr 3                                                          1d                   1d [O] Technik logistyk (ang-niem)                                42.85
Żoliborz   Technikum Samochodowe nr 3                                                          1e    1e [O] Technik elektromobilności (ang-niem)   31.45
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   0AF   0AF [DW] (fra-ang)                            154.40
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   1B    1B [O] geogr-ang-mat (ang-fra,hisz)           159.30
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   1C    1C [O] geogr-hist-wos (ang-fra)               150.65
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   1D2   1D2 [D] biol-chem-ang (fra-ang)               153.95
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   1D3   1D3 [D] geogr-hist-ang (fra-ang)              156.20
Żoliborz   XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej   1E    1E [O] biol-chem-mat (ang-fra)                163.65
